author,description
Білль Олександра Фел.,"Трубецька і Волконська. 1972. З серії «Російські жінки». Папір, ліноравюра. 64х51"
Бірштейн Макс Авдєєвич,"Оголена. 1970. Папір, акварель, туш, перо. 39х55"
Благовещенський Володимир Іван.,"Судак. Рибацька слобідка. 1960. Папір, ліногравюра. 32,5х26"
Благоволін Микола Микол.,"Після похода. З серії «Підводники Півночі». Папір, кольорова ліногравюра. 50х72"
Благоволін Микола Микол.,"Повернення з льодової розвідки. Папір, ліногравюра. 58х48,5"
Благоволін Микола Микол.,"Дельта Меконга. З серії «Червоні ріки В’єтнаму». 1979. Папір, шовкографія. 44,5х54"
Благоволін Микола Микол.,"Чайки. З серії «Підводники Заполяр’я». Папір, кольорова ліногравюра. 50х73"
Благоволін Микола Микол.,"«Біттерфельд – Чурек». Папір, кольорова літографія. 91х60"
Блувберг Зейлік Григор.,"Парк ім. Т.Г. Шевченка в Одесі. 1964. Кольорова ліногравюра. 20,4х41,7"
Блунов Харій Янович,"Будівництво нового масиву. 1962. Папір, акварель. 35х51"
Бобров Віктор Олексійов.,"Маркізіо. ІІ полов. ХІХ ст. Папір, гравюра. 43,7х30,8"
Бобров Віктор Олексійов.,"Портрет Петра І. 1878. Папір, офорт. 19,7х12,8; 51,2х37,5"
Бобров Є.,"Трелі солов’їв. 1882. Гравюра. 58х35,8, 34,5х13"
Богдеско Ілля Трохимович,"Ілюстрація. ХХ ст. Папір, туш. 18х13"
Богдеско Ілля Трохимович,"Ілюстрація. ХХ ст. Папір, туш. 18х13"
Богдеско Ілля Трохимович,"Ілюстрація. ХХ ст. Папір, туш. 18х13"
Божий Михайло Михайлович,"Директор механічного заводу МНС товариш Кириченко П.И. Папір, олівець. 28,7х18,5"
Божко Ніна Григорівна,"Вечірня тиша. 1963. Папір, кольорова ліногравюра. 23,5х73"
Божко Ніна Григорівна,"«Тяжко мені сиротою...» 1960. Ілюстрація до творів Шевченка. Папір, кольорова ліногравюра. 36х24,5"
Божко-Подосенова Валент. Микол.,"Нічний мотив. Папір на картоні, акварель. 59,5х61,5"
Божко-Подосенова В.М.,"Заметіль. Папір, пастель. 24,2х28,7 (в світлі)"
Божко-Подосенова В.М.,"Вечір в Соколиному. 1990. Папір, акварель. 22,8х21,3 (в світлі)"
Болдирев Володимир Степ.,"Самотній рибалка. 1989. Папір, вугілля. 40х37"
Болдирева Наталія Володим.,"Робітниче селище. 1976. Папір, кольорова ліногравюра. 25,5х18,5"
Болдирева Наталія Володим.,"Лінохомарі. З серії «Міста Заполяр’я». 1976. папір, кольорова ліногравюра. 18,5х25,5"
Большакова Ірина Іванівна,"Материнство. Портрет Олі Гречиної. З серії «Російські жінки». 1977. Папір, кольорова літографія. 45х46"
Большакова Ірина Іванівна,"Чекання. Портрет Марини Васіної. З серії «Російські жінки». Папір, кольоровий офорт. 59х43"
Большакова Ірина Іванівна,"Кленове листя. 1980. Папір, офорт. 49х65"
Большакова Ірина Іванівна,"У лісі весною. 1980. Папір, олівець. 35х48"
Большакова Ірина Іванівна,"Галя Іванова в Вологді. 1976. Папір, олівець. 91х58"
Большакова Ірина Іванівна,"В саду. 1981. Папір, олівець. 60х80"
Большакова Ірина Іванівна,"В машинному відділенні. З серії «Мирні будні підводників». 1972. Папір, кольорова літографія. 54х40"
